text,intent
محتاج اريد اعرف المتبقي من الباقه من مبارح؟,check_data_usage
لو سمحت كيف اغير الباقه في منطقتي من فضلك,renew_package
ساعدني اذا في عروض افضل اليوم,offer_inquiry
شو حل وداعا طول اليوم,goodbye
بدي ليش الشبكه ضعيفه علي خطي؟ اليوم,network_complaint
قم بانشاء قايمه لوجبه غداء صحيه,other
ممكن اعرف شو افضل باقه في البيت؟,offer_inquiry
ممكن باي باي لو سمحت,goodbye
بدي ليش الشحن ما تفعل علي خطي هالفتره,payment_issue
ما هي اسباب فشل التعبيه؟,payment_issue
شكرا مع السلامه,goodbye
اريد خطي خارج الخدمه في الشغل,no_signal
احسب التكلفه الاجماليه لعشره عناصر ، كل منها بسعر  دولارات,offer_inquiry
من فضلك هل يوجد عروض جديده فيه منطقتي,offer_inquiry
اخبرني لماذا تعتبر التكنولوجيا مهمه للاتصالات,network_complaint
ممكن تساعدني بخصوص هلا من مبارح,greeting
استفسار ليش الشحن ما تفعل مع ان الاشاره كامله لو سمحت,payment_issue
ساعدني فيه شكوي علي الشبكه علي رقمي؟,network_complaint
لو سمحت الانترنت ينقطع ولا يتصل مره اخري ما الحل؟,slow_internet
تشبكي علي الواي فاي ولا الحزم اكثر من الصبح,offer_inquiry
لو سمحت كيف وضع الشبكه اليوم يوجد الشغل؟,network_status
ليش الاتصال غير مستقر علي خطي في البيت,no_signal
قم بانشاء رسم توضيحي يصف الكلمات التاليه صوت نهر يندفع,payment_issue
اواجه الي اللقاء بعد الشحن,goodbye
ليش الانترنت بطيي حاليا,slow_internet
ساعدني ليش الباقه تخلص بسرعه علي خطي لو سمحت,check_data_usage
شكله تعبيه الرصيد ما زبط ليش؟,payment_issue
محتاج جددلي الباقه اليوم,renew_package
ساعدني كيف اغير الباقه مع ان الاشاره كامله لو سمحت,renew_package
الي اللقاء في الشغل,goodbye
في عندي مرحبا من اسبوع,greeting
لو سمحت عندي وداعا من يومين,goodbye
كيف افعل الباقه بعد الشحن مع ان الاشاره كامله في منطقتي,renew_package
لو سمحت عندي هلو من كم ساعه,greeting
كيف اعرف استهلاك الشبكه رغم اني جددت الباقه؟ في البيت,check_data_usage
ساعدني ليس في شبكه؟,network_complaint
اذكر خمس طرق لتقليل استهلاك الطاقه,check_data_usage
لو سمحت اذا فيه عروض افضل الان,offer_inquiry
بدي كم باقي من البيانات علي رقمي,check_data_usage
حاب اعرف باي باي علي رقمي,goodbye
سرعه الانترنت قليله حاليا,slow_internet
حاب اعرف الشبكه سييه علي خطي؟,network_complaint
اواجه باي من امس,goodbye
ساعدني ليش النت بطيء اليوم,slow_internet
انخصمت العموله علي خددمه مرتين ، شو بقدر اعمل ؟,payment_issue
كم استهلكت من الباقه علي خطي,check_data_usage
كيف افعل الباقه بعد الشحن في البيت في البيت,renew_package
لو سمحت عندي مرحبا وقت الذروه,greeting
ما عم يزبط التحويل حاله التحويل مرفوضه,balance_transfer
استفسار ليه الشبكه بتروح لو سمحت,no_signal
كيف وضع الشبكه اليوم من كم ساعه,network_status
قم بتوليد قصيده في شكل هايكو,other
حاب اعرف الشبكه غير مستقره هالفتره,network_complaint
النت بطيي في الشغل,slow_internet
ممكن كيف افعل الباقه بعد الشحن علي رقمي,renew_package
مع السلامه في الشغل,goodbye
لماذا ما زلت في انتظار استرداد اموالي؟,payment_issue
حاب اعرف فشل الدفع اليوم؟,payment_issue
بدي الشبكه غير مستقره في منطقتي,network_complaint
بدي كيف اجدد الاشتراك وقت الليل؟ الان,renew_package
لخص المحتوي ادناه في  كلمه او اقل حكم الحزب الشيوعي الصيني الصين لاكثر من سبعه عقود وما زال يمسك بقبضه حديديه علي الحياه السياسيه في البلاد لقد انشات جهاز دوله حزبيا واسعا لتعزيز سلطتها ونفوذها ، فضلا عن تطوير اقتصاد يديره الحزب الي حد كبير كما سعت الي التحكم في الانترنت واشكال الاتصال الاخري ، بينما كانت تستهل حقبه جديده من التطور الاقتصادي والتكنولوجي,network_complaint
الباقات بتخلص بسرعه لو سمحت,check_data_usage
كم باقي من البيانات بعد الشحن؟ من فضلك,check_data_usage
حاب اعرف اريد تحويل رصيد من الصبح؟,balance_transfer
لو سمحت لماذا ليس استقبل مكالمات علي خطي؟ بسرعه,other
كيف اعرف استهلاك الانترنت في البيت في الشغل,check_data_usage
الخدمه ضعيفه بسرعه,network_complaint
اريد شو وضع الشبكه حاليا,network_status
استفسار كيف احول رصيد داخل المنزل؟ بسرعه,balance_transfer
ممكن كيف احول رصيد من الصبح؟ الان,balance_transfer
بدي كيف افعل الباقه بعد الشحن حاليا؟,renew_package
من فضلك كيف وضع الشبكه اليوم في منطقتي؟,network_status
ليش الشبكه تختفي فجاه في البيت حاليا,network_complaint
بدي اعرف كم بقي من الجيجا في البيت,check_data_usage
لو سمحت هل الشبكه تعمل الان بسرعه,network_status
لخص مقال كوفيد  وتاثيره علي التعليم في ظل جايحه فيروس كورونا الجديد ، تعطلت الانظمه التعليميه في جميع انحاء العالم ، مما دفع الحكومات والمدارس والجامعات الي اللجوء الي التعلم الافتراضي كوسيله لمواصله التدريس والتعلم,payment_issue
ليش نت ضعيف جدا في البيت,slow_internet
كيف احول رصيد بعد الشحن اليوم,balance_transfer
شو حل هلا من مبارح,greeting
محتاج لا توجد اشاره حاليا,no_signal
حاب اعرف التحميل بطيء يوجد الشغل؟,slow_internet
لو سمحت انواع التعريفات و اسعار الاشتراكات من فضلك,offer_inquiry
اريد اعرف الدفع ليس تم علي خطي,payment_issue
قم بعمل قايمه بخمس صفات تصف الكتاب,other
استخدم الادخال التالي لانشاء ملخص من  جمل للمقال تعد تقنيه  ظاهره خارقه توفر درجه من الثقه الرقميه انه دفتر استاذ موزع ببيانات مشفره يعمل بشكل مستقل علي شبكه نظير الي نظير يستخدم توافق الكمبيوتر للتحقق من صحه المعلومات الرقميه وتامينها,network_complaint
اريد الشبكه جدا سييه رغم قرب برج الشبكه من موقعي الان,network_complaint
ممكن اعرف كيف افعل الباقه بعد الشحن اليوم؟,renew_package
ممكن اعرف الخدمه ضعيفه؟,slow_internet
ساعدني ليش الاتصال غير مستقر من الصبح هالفتره,no_signal
بدي اعرف ساعدني بالمشكله حاليا؟,technical_support
ممكن تساعدني بخصوص مع السلامه من كم ساعه,goodbye
هل في عروض جديده للانترنت من الصبح فيه منطقتي,offer_inquiry
لو سمحت هل الشبكه شغال علي خطي؟,network_complaint
ممكن لا توجد اشاره بسرعه,no_signal
قم بتسميه نوع من الرقص بناء علي الايقاع والاسلوب المحددين ايقاع بطيء ، اسلوب جازي,slow_internet
من فضلك ساعدني بالمشكله في الشغل,technical_support
ممكن شو افضل باقه علي رقمي؟,offer_inquiry
لو سمحت ليش ما استقبل مكالمات من الصبح بسرعه,no_signal
ساعدني مع السلامهه الان,goodbye
ساعدني الشبكه ضعيفه والسرعه ضعيفه فيه منطقتي,slow_internet
بدي كيف اعرف الرصيد المتبقي هالفتره,check_data_usage
بدي حل ل اهلين علي رقمي,greeting
ممكن ليش ما استقبل مكالمات بعد الشحن بسرعه,payment_issue
بدي وداعا من فضلك,goodbye
اواجه اهلين هالفتره,greeting
بدي اعرف ما بستقبل مكالمات علي رقمي,no_signal
حاب اعرف محتاج مساعده تقنيه هالفتره,technical_support
ممكن اعرف اريد اعرف المتبقي من الباقه؟,check_data_usage
اشرح اهميه مهارات الاتصال الجيد,network_complaint
في عندي اهلا من اسبوع,greeting
اريد هل يوجد عروض افضل في الشغل؟,offer_inquiry
بدي كيف احول رصيد فيه البيت هالفتره,balance_transfer
النت بقطع في البيت,slow_internet
ما هي الباقات الجديد؟ متي سينتهي اشتراكي الشهر؟ لماذا الانترنت ضعيف؟ من الصبح,offer_inquiry
ممكن مشاكل تحويل الرصيد,balance_transfer
بدي استفسر عن مع السلامه في البيت,goodbye
من فضلك الخدمه سييه في منطقتي علي خطي؟,network_complaint
محتاج مساعده بخصوص اهلا من يومين,greeting
حاب اعرف ما حاله الشبكه في البيت؟,network_status
محتاج العروض والباقات المتوفره,offer_inquiry
بدي اعرف في شكوي علي الشبكه في منطقتي؟,network_complaint
اريد الشبكه ضعيفه والسرعه ضعيفه من فضلك,network_complaint
اريد كيف اجدد الباقه يوجد البيت بسرعه,renew_package
اواجه تصبح علي خير وقت الذروه,goodbye
حاب اعرف كم باقي من النت من الصبح؟,check_data_usage
اواجه اهلا حاليا,greeting
اريد لماذا الانترنت بطيء رغم وجود تغطيه فيه البيت الان,slow_internet
شكرا علي الخدمه,feedback
بدي هل الشبكه تعمل الان فيه الشغل؟,network_complaint
اريد معرفه استهلاك الانترنت بعد الشحن,check_data_usage
في عندي هاي هالفتره,greeting
وضح القواسم المشتركه بين الفقرتين الفقره  التعليم هو مفتاح النجاح انها تزودنا بالمهارات والمعرفه اللازمه للنمو   الفقره  تساعدنا التكنولوجيا علي التعلم بطرق جديده ، وتسهل الوصول الي المعلومات ، كما جعلت الاتصال اكثر بساطه وعالميه,network_complaint
اواجه مرحبا من اسبوع,greeting
بدي اعرف جددلي الباقه علي رقمي؟,renew_package
لخص الفقره التاليه حول فوايد التامل التامل هو ممارسه تم استخدامها لعده قرون لتعزيز الرفاهيه الجسديه والعاطفيه اظهرت الدراسات ان ممارسه التامل المنتظمه يمكن ان تساعد في تقليل مستويات التوتر وتودي الي تحسين الوضوح والتركيز ، وتحسين النوم ، وتحسين العلاقات بالاضافه الي ذلك ، يمكن ان يساعد التامل في فتح خطوط الاتصال بقوه اعلي وتعزيز الاتصال العاطفي بين الذات والالهيه,network_complaint
ساعدني كيف اجدد الاشتراك مع ان الاشاره كامله؟ بسرعه,renew_package
لو سمحت ما قدرت ادفع الفاتوره هالفتره؟,payment_issue
اريد ما هي عروض الانترنت من مبارح,offer_inquiry
مع السلامهه في منطقتي,goodbye
ساعدني كيف وضع الشبكه اليوم؟,network_status
قم بانشاء خطه نمو لشركه تبيع الاجهزه الالكترونيه الاستهلاكيه,check_data_usage
ليش ما اقدر اتصل علي خطي بسرعه,no_signal
استفسار مشكله تقنيه من فضلك,technical_support
كيف اعرف استهلاك الانترنت في منطقتي بسرعه,check_data_usage
كيف اجدد الباقه في منطقتي اليوم,renew_package
بدي حل ل وداعا من امس,goodbye
بدي لماذا لا يمكن الاتصال بي احيانا,no_signal
استفسار كيف احول رصيد من الصبح؟ الان,balance_transfer
ساعدني سبب عدم تفعيل البطاقه بعد الشحن اليوم,payment_issue
ساعدني بالمشكله لو سمحت,technical_support
غير المصطلح ،        الي استعاره اكثر ملاءمه,other
ليش الشبكه تختفي فجاه هالفتره حاليا,network_complaint
ليش الشبكه ضعيفه من الصبح؟ من مبارح,slow_internet
بدي اعرف بدي اشترك بباقه جديده في البيت؟,renew_package
البحث وشرح الفرق بين الاستهلاكيه وثقافه المستهلك,check_data_usage
ساعدني شو سبب ضعف الشبكه في البيت بعد الشحن بسرعه,payment_issue
ممتن الك,feedback
بدي اعرف الخدمه سييه في منطقتي,network_complaint
ممكن تساعدني بخصوص اهلا اليوم,greeting
كم استهلكت من الباقه لو سمحت,check_data_usage
لماذا النت بطيء رغم وجود تغطيه بعد الشحن هالفتره,slow_internet
بدي اعرف مشكله فيه الدفع حاليا؟,payment_issue
حاب اعرف كم بقي من الجيجا في البيت,check_data_usage
شو حل وداعا من الصبح,goodbye
تحليل ايجابيات وسلبيات استراتيجيه الاستثمار التاليه الشراء بسعر منخفض والبيع بسعر مرتفع,offer_inquiry
اشرح مصطلح زمن انتقال الشبكه في جمله واحده,network_complaint
لو سمحت شبكه النت بطييه من فضلك,network_complaint
من فضلك ما في شبكه في البيت,network_complaint
هل هناك رسوم علي عمليات التعبيه؟,payment_issue
اكتب جمله لشرح عمليه التمثيل الضويي,other
ممكن الشبكه مقطوعه فيه منطقتي؟,network_complaint
حاب اعرف مشاكل تحويل الرصيد من الصبح؟,balance_transfer
شو وضع الشبكه فيه البيت,network_status
ممكن ليش الباقه تخلص بسرعه هالفتره هالفتره,check_data_usage
حاب اعرف هل في عروض جديده من الصبح؟,offer_inquiry
حاب اعرف مرحباا طول اليوم,greeting
ليش النت ضعيف وفض شبكه دايما من فضلك,slow_internet
في رسوم زياده بقيمه  جنيه استرليني ليش تدفعوني زياده؟,payment_issue
متي موعد تجديد الاشتراك من مبارح,renew_package
ما هي تعرفه التجوال,offer_inquiry
اريد مو هي عروض الانترنت من الصبح؟,offer_inquiry
قم بانشاء قايمه باستخدام البيانات المقدمه الموضوع تلميحات حول التخطيط المالي   القايمه   حدد ميزانيه   تتبع انفاقك   استثمر في الاسهم   سداد الديون,payment_issue
من فضلك بدي مساعده تقنيه علي خطي؟,technical_support
محتاج اريد معرفه استهلاك الانترنت علي خطي,check_data_usage
ممكن ما هي عروض الانترنت في منطقتي؟,offer_inquiry
اريد اشحن نت لو سمحت,renew_package
كيف بقدر اغير الرقم التعريفي القديم تاعي لواحد جديد ؟,technical_support
ساعدني بطي الانترنت لو سمحت,slow_internet
حدد عاملين يوثران علي سرعه اتصالات الشبكه اللاسلكيه,network_complaint
ليش ما بتعطو خبر للمستخدم انو في صيانه هالفتره,network_complaint
ضع قايمه ببعض تطبيقات تتبع جهات الاتصال,network_complaint
الي اللقاء حاليا,goodbye
اقترح استراتيجيتين لزياده المشاركه بين الموظفين,other
رصيدي ما زاد مع اني لسا هلء محول مصاري عليه,balance_transfer
الدفع ما تم علي خطي,payment_issue
كم بقي من الجيجا وقت الذروه,check_data_usage
ساعدني انقطاع النت ضعيف اليوم,slow_internet
ليش الرصيد انخصم علي خطي حاليا,payment_issue
اشرح سبب اهميه الاشعاع الكهرومغناطيسي للاتصال,network_complaint
حاب اعرف اريد تحويل رصيد؟,balance_transfer
ساعدني هل فيه عروض جديده للانترنت هالفتره اليوم,offer_inquiry
بدي اعرف الاشاره اختفت,no_signal
كيف اعرف استهلاك الانترنت مع ان الاشاره كامله من فضلك,check_data_usage
بدي وداعا الان,goodbye
كيف اعمل تجديد للباقه,renew_package
بدي الرصيد انخصم وما تفعلت الخدمه في الشغل؟,payment_issue
ساعدني كيف اجدد الاشتراك من كم يوم؟,renew_package
اعط  امثله علي القوارض,other
من فضلك ما يوجد شبكه من الصبح؟,network_complaint
بدي اعرف الاشاره اختفت من مبارح؟,no_signal
حاب اعرف اريد معرفه العروض يوجد الشغل؟,offer_inquiry
احتاج دعم فني من مبارح,technical_support
اوجد احتمال رمي ما مجموعه  مقابل  نرد عادل,other
قم بتوفير سعر الصرف الحالي بين الجنيه الاسترليني واليورو,offer_inquiry
من فضلك النت بطيء من الصبح,slow_internet
بدي اعرف مين بحول هاي المصاري الي؟,technical_support
اريد عدم الثبات في سرعه الانترنت مع انقطاع الشبكه هالفتره,no_signal
بدي كيف اجدد الباقه في البيت بسرعه,renew_package
اشرح كيف تلعب لعبه الروك والورق والمقص,other
حاب اعرف سرعه الانترنت قليله علي رقمي,slow_internet
صنف الكلام التالي علي انه  استخدام الهاتف ؛  النظام والدفع لقد فقدت هاتفي واحتاج الي نقل معلومات حسابي,payment_issue
الفيديو يقطع بسبب النت في الشغل,slow_internet
حدد الاماكن في المقال حيث يظهر المولف تحيزا في دراسه حديثه نشرتها جامعه نورث وسترن ، وجد الباحثون ان الامهات العازبات يواجهن العديد من التحديات الفريده عندما يتعلق الامر بالسكن غير الملايم ووجدوا حالات لامهات غير قادرات علي دفع فواتير الخدمات بسبب الجوده غير الكافيه لوحداتهن السكنيه,payment_issue
استفسار هل النت شغال هالفتره,network_status
كيف اجدد باقه الانترنت,renew_package
ساعدني ليش ما بتعطو خبر للمستخدم انو في صيانه,other
ساعدني الشبكه ضعيفه والسرعه ضعيفه علي رقمي,slow_internet
اريد باي,goodbye
اريد اشحن انترنت ضروري,renew_package
قم بانشاء قايمه بثلاث طرق لتقليل استهلاك الكهرباء,check_data_usage
حاب اعرف كم استهلكت من الباقه في منطقتي,check_data_usage
بدي كيف احول رصيد علي خطي؟,balance_transfer
قم بتحرير الجمله التاليه بحيث تكون صحيحه نحويا كانت الكتب الموجوده في المتجر معروضه للبيع,offer_inquiry
ساعدني بجنن اليوم,network_complaint
لو سمحت هل يوجد عروض افضل يوجد البيت,offer_inquiry
ممكن شو في عروض علي اسعار الباقات اليوم,offer_inquiry
ليش الشحن ما تفعل هالفتره من مبارح,payment_issue
اريد كيف اجدد الباقه من الصبح اليوم,renew_package
يوجد في حسابي عمليه سحب لم اجريها لا اعلم كيف حصل ذلك,payment_issue
من فضلك الانترنت بطيء علي خطي,slow_internet
استفسار هاي من فضلك,greeting
بدي اعرف كيف احول رصيد؟,balance_transfer
ليش ما اقدر اتصل في البيت,no_signal
ساعدني كم باقي من النت من الصبح؟,check_data_usage
ممكن اريد معرفه استهلاك الانترنت في منطقتي,check_data_usage
ليش الاتصال يقطع بعد الشحن؟ في الشغل,payment_issue
ليش الاتصال يقطع داخل المنزل؟ هالفتره,no_signal
خدمتكو زي الخرا من مبارح,network_complaint
ممكن كيف احول رصيد مع ان الاشاره كامله اليوم,balance_transfer
هل فيه عروض جديده للانترنت في منطقتي من فضلك,offer_inquiry
قارن وقارن بين ميزات نموذج  والشبكه العصبيه المتكرره,network_complaint
ما نوع اداه الاتصال التي يرجح استخدامها في بييه العمل عن بعد؟,network_complaint
اريد في مشكله بالشحن في الشغل؟,payment_issue
ما الذي يمكن ان ينتج عن قرار العمل التالي؟ زياده سعر المنتج بنسبه ٪,offer_inquiry
لو سمحت كم استهلكت من النت اليوم,check_data_usage
ترجم هذه الجمله الي الاسبانيه     انها تمطر بالخارج,other
صف مفهوم مرونه الطلب السعريه,offer_inquiry
تدريب شبكه عصبيه لتصنيف انواع مختلفه من الحيوانات بدقه,network_complaint
قم بتوصيل شبكه عصبيه اصطناعيه بشبكه عصبيه تلافيفيه,network_complaint
حاب اعرف مع السلامهه بعد الشحن,goodbye
هل في عروض جديده للانترنت في البيت حاليا,offer_inquiry
اريد الخدمه ضعيفه هالفتره؟,network_complaint
ببعتوا عرض معين وبنسال عنه تفاصيل في الشغل,offer_inquiry
ممكن ليش الانترنت بطيء؟ الان,slow_internet
بدي ليش ما استقبل مكالمات بعد الشحن اليوم,payment_issue
لو سمحت الدفع ما تم هالفتره؟,payment_issue
ليش الانترنت بطيء عندي في البيت يوجد الشغل,slow_internet
استفسار ليش الشحن ما تفعل هالفتره,payment_issue
احسب تكلفه العناصر وفقا للمعدل والكميه الصنف تفاح   السعر  دولارات للكيلوغرام   الكميه  كلغ,offer_inquiry
بدي الخدمه ضعيفه من مبارح؟,network_complaint
ساعدني ما طريقه تحويل الرصيد حاليا؟,balance_transfer
ليش الانترنت بطيء عندي في منطقتي في البيت,slow_internet
بدي البطاقه سعرها غالي الان,offer_inquiry
اريد كيف اجدد الباقه في منطقتي بسرعه,renew_package
قم بانشاء قايمه من  الي  اسيله لطرحها علي العميل حول مشكلته يواجه العميل صعوبه في الاتصال بشبكه,network_complaint
اريد بجنن بسرعه,network_complaint
من فضلك هل الخدمه شغاله علي رقمي,network_status
قم بانشاء نموذج بيان صحفي حول اطلاق منتج جديد,other
اريد كيف اجدد النت بسرعه,renew_package
محتاج اريد تفاصيل الاشتراك هالفتره؟,offer_inquiry
قم بانشاء مقال  كلمه فيما يتعلق بالموضوع التالي تاثير الانترنت علي الاتصال,network_complaint
لو سمحت الجوال مش لاقط شبكه من فضلك,network_complaint
ساعدني اريد تقديم شكوي في البيت,network_complaint
احتاج دعم فني في منطقتي,technical_support
تحليل القصه المقدمه وتقديم تعليقين علي موضوعها ذات مره كان هناك موسيقي شاب يريد مشاركه موسيقاه مع العالم علي الرغم من احباط عايلته ، فقد سافر حول العالم ، وقدم عروض للغرباء ووجد اصدقاء جدد,offer_inquiry
ساعدني سرعه الانترنت قليله من الصبح,slow_internet
ليش الشبكه تختفي فجاه في البيت في البيت,network_complaint
بالنظر الي جملتين ، حدد ايهما مكتوب بصوت نشط واي منهما مكتوب بصوت المبني للمجهول دفع الباب   دفع الباب,payment_issue
اريد معرفه العروض من اسبوع,offer_inquiry
في عندي هلا من امس,greeting
صنف الماده المعينه علي انها اما ايجابيه او سلبيه السياره الجديده مخيبه للامال الاستراحات رهيبه وتكلف الكثير بالنسبه للميزات المعروضه,offer_inquiry
الهاتف بدون خدمه من يومين,no_signal
قم بطرح سوالين مفتوحين يتعلقان بموضوع تغير المناخ,other
بدي اعرف الشبكه ضعيفه والسرعه ضعيفه؟,slow_internet
اريد هل النت شغال حاليا,network_status
لماذا ما اقدر اتصل علي خطي؟ من الصبح,other
لو سمحت ما هي الباقات الجديد؟ متي سينتهي اشتراكي الشهر؟ لماذا الانترنت ضعيف؟ لو سمحت,offer_inquiry
كم معي نت من مبارح,check_data_usage
ساعدني ليش ما استقبل مكالمات من الصبح,no_signal
بدي حل ل وداعا بعد التجديد,goodbye
ساعدني في مشكله بالفاتوره علي خطي؟,payment_issue
رتب الاجزاء المعطاه من المعلومات في تسلسل منطقي انا تحقق من هويه المستخدم   معالجه الدفع   تقديم دعم العملاء   عرض تاكيد الطلب,payment_issue
من اخترع شبكه الويب العالميه؟,network_complaint
اريد تحويل رصيد من الصبح,balance_transfer
ممكن اريد تفاصيل الاشتراك في منطقتي,offer_inquiry
بدي اعرف العروض والباقات المتوفره في منطقتي؟,offer_inquiry
استفسار ليش ما استقبل مكالمات علي خطي لو سمحت,no_signal
ليش الشبكه ضعيفه يوجد منطقتي,slow_internet
بدي حل ل هاي,greeting
لو سمحت هل النت شغال حاليا,network_status
محتاج مساعده بخصوص هلو من غير سبب,greeting
حاب اعرف ما طريقه تحويل الرصيد حاليا؟,balance_transfer
اريد الشبكه ضعيفه والسرعه ضعيفه لو سمحت,network_complaint
اريد كم باقي من الانترنت فيه البيت؟,check_data_usage
عندي وداعا وقت الذروه,goodbye
ساعدني كيف احول رصيد مع ان الاشاره كامله من فضلك,balance_transfer
اريد شراء باقه نت بسرعه,renew_package
احسب المبلغ المطلوب لشراء  عناصر بسعر  دولارا لكل عنصر,offer_inquiry
تعرف علي متوسط الراتب لمهندس برمجيات في سان فرانسيسكو,other
تاليف جمله بنبره محدده رومانسي,other
قم بصياغه سوال ذي مغزي من البيان التالي تمكن التطورات التكنولوجيه الرياضيه الرياضيين من التدريب بكفاءه اكبر ودفع حدود الاداء البشري,payment_issue
ممكن تساعدني بخصوص هلا من يومين,greeting
لو سمحت ساعدني بالمشكله في الشغل,other
ما هي بعض الاثار المحتمله لاستراتيجيات الحفظ علي التنوع البيولوجي؟,other
ممكن النت ثقيل من الصبح,slow_internet
اريد ليش ما اقدر اتصل في منطقتي اليوم,no_signal
بدي عندي مشكله تقنيه حاليا,technical_support
ممكن عندي مشكله تقنيه علي رقمي,technical_support
لو سمحت عندي مرحباا من مبارح,greeting
ساعدني كم استهلكت من الباقه علي خطي؟,check_data_usage
ليش ما في اشاره في منطقتي؟ في منطقتي,no_signal
وصف الدور الاساسي لتتبع الاتصال في الحد من انتشار المرض,network_complaint
ساعدني الانترنت ضعيف علما ان الاشاره عاليه   اليوم,slow_internet
ممكن اعرف ماذا وضع الشبكه من الصبح,network_status
اريد كيف احول رصيد فيه منطقتي,balance_transfer
استفسار ليش الاتصال غير مستقر علي خطي بسرعه,no_signal
اكتب  من  اسطر ، يحتوي الاول علي  مقاطع لفظيه والاسطر المتبقيه تحتوي علي  مقاطع,check_data_usage
بدي اعرف كيف احول رصيد,balance_transfer
اريد كيف وضع الشبكه اليوم هالفتره؟,network_status
اريد هل النت شغال بسرعه,network_status
اريد ليش ما اقدر اتصل فجاه؟ لو سمحت,no_signal
ممكن ليش الانتر نت ضعيف هالفتره,slow_internet
بدي كيف احول رصيد مع ان الاشاره كامله اليوم,balance_transfer
اريد ما قدرت ادفع الفاتوره علي خطي,payment_issue
ممكن تشبكي علي الواي فاي ولا الحزم اكثر,offer_inquiry
اريد ليش الشبكه بطيء رغم وجود تغطيه من الصبح اليوم,slow_internet
ممكن شو وضع الشبكه في الشغل؟,network_status
بدي اريد تحويل رصيد علي خطي؟,balance_transfer
ممكن شو سبب ضعف الشبكه في البيت في منطقتي لو سمحت,other
اقترح ثلاث تقنيات لتحسين التعلم عبر الانترنت,other
بعد ان حاولت التحويل ، فشلت,balance_transfer
قم بانشاء شبكه عصبيه متعدده الطبقات  مع ثلاثه مدخلات ومخرج واحد يمكنه التنبو بمخرج بناء علي متغيرات الادخال,network_complaint
الاشاره اختفت من كم ساعه,no_signal
لو سمحت الشبكه سييه اليوم,network_complaint
تمام شكرا,feedback
استفسار شو في عروض علي اسعار الباقات من فضلك,offer_inquiry
لو سمحت اهلا,greeting
انقل رصيد,balance_transfer
استعلم عن سعر السهم الحالي لشركه,offer_inquiry
من فضلك ليس عم يلقط شبكه حاليا؟,network_complaint
من فضلك هل الشبكه تعمل الان هالفتره؟,network_complaint
اريد ليس حاله الشبكه يوجد الشغل,network_status
ممكن كيف احول رصيد من الصبح؟ لو سمحت,balance_transfer
وصف المخاطر الامنيه لاستخدام شبكات  العامه,network_complaint
لو سمحت ما طريقه تحويل الرصيد من مبارح,balance_transfer
لو سمحت ليش الرصيد انخصم علي خطي بسرعه,payment_issue
ساعدني الانترنت بطيء علي رقمي؟,slow_internet
ساعدني كيف احول رصيد داخل المنزل؟ من فضلك,balance_transfer
اريد لماذا الاتصال غير مستقر بعد الشحن لو سمحت,network_complaint
لو سمحت مرحبا من فضلك,greeting
لو سمحت ليش الشبكه تختفي فجاه اليوم اليوم,network_complaint
ليش الانترنت ضعيف؟ اليوم,slow_internet
لو سمحت الرصيد انخصم وما تفعلت الخدمه حاليا,payment_issue
لو سمحت احتاج دعم فني لو سمحت,technical_support
ممكن هل الشبكه تعمل الان بسرعه,network_status
استفسار هل الشبكه تعمل الان هالفتره,network_complaint
ساعدني النت مش سريع من مبارح,slow_internet
بدي ما في شبكه في الشغل؟,network_complaint
الشبكه ضعيفه جدا,technical_support
ممكن الشبكه تفصل من مبارح؟,network_complaint
اي من العمليات التاليه تتضمن استخدام القوه؟ شد حبل او دفع عربه او رفع اثقال,payment_issue
يا هلا، كيف الحال,greeting
اريد ليش ما استقبل مكالمات من الصبح هالفتره,no_signal
ممكن الشبكه غير مستقره في منطقتي؟,network_complaint
بدي النت بقطع هالفتره,slow_internet
لو سمحت هل الخدمه شغاله في الشغل؟,network_status
ليش الباقه تخلص بسرعه علي خطي حاليا,check_data_usage
سلام,goodbye
كيف اغير الباقه في الشغل,renew_package
اذا كانت المعادله  س   ص   ، اوجد قيمه س,other
المستفيد الخاص بي غير مسموح به ، هل لي بتفسير لماذا من فضلك؟,balance_transfer
من فضلك بدي مساعده تقنيه في البيت؟,technical_support
سلام الان,goodbye
هل في عروض جديده للانترنت علي خطي لو سمحت,offer_inquiry
الشبكه بقطع حاليا,network_complaint
لو سمحت ليش النت بطيء رغم وجود تغطيه فيه منطقتي الان,slow_internet
اسيله تتعلق في مده الباقه هل يوجد باقه مدتها اطول؟ في الشغل,offer_inquiry
ليش في رسوم علي بطاقتي؟,payment_issue
ممكن اعرف اريد معرفه العروض يوجد الشغل؟,offer_inquiry
اريد الغاء خدمه معينه في منطقتي,offer_inquiry
يرجي عمل قايمه بعشر تقنيات غيرت صناعه الاتصالات,network_complaint
محتاج اريد اجدد الباقه في الشغل؟,renew_package
ممكن بدي اجدد الباقه من مبارح,renew_package
ممكن البطاقه مرفوضه علي خطي؟,payment_issue
مشكله تقنيه فيه منطقتي,technical_support
بدي الجوال مش لاقط شبكه من فضلك,network_complaint
الشبكه تفصل من اسبوع,no_signal
النت بقطع حاليا,slow_internet
اريد كيف اعرف الرصيد المتبقي من الصبح هالفتره,check_data_usage
ساعدني كم باقي من النت اليوم؟,check_data_usage
من فضلك محتاج مساعده تقنيه في الشغل؟,technical_support
ما هو متوسط سعر جالون البنزين العادي الخالي من الرصاص في الولايات المتحده؟,offer_inquiry
